REPORT_DATE,Country,TotalPositiveCases,TotalDeaths
3/5/2020,South Africa,0,0
3/6/2020,South Africa,1,0
3/7/2020,South Africa,0,0
3/8/2020,South Africa,1,0
3/9/2020,South Africa,1,0
3/10/2020,South Africa,4,0
3/11/2020,South Africa,0,0
3/12/2020,South Africa,6,0
3/13/2020,South Africa,4,0
3/14/2020,South Africa,7,0
3/15/2020,South Africa,0,0
3/16/2020,South Africa,27,0
3/17/2020,South Africa,11,0
3/18/2020,South Africa,23,0
3/19/2020,South Africa,31,0
3/20/2020,South Africa,34,0
3/21/2020,South Africa,55,0
3/22/2020,South Africa,35,0
3/23/2020,South Africa,34,0
3/24/2020,South Africa,128,0
3/25/2020,South Africa,155,0
3/26/2020,South Africa,152,0
3/27/2020,South Africa,218,2
3/28/2020,South Africa,243,0
3/29/2020,South Africa,17,0
3/30/2020,South Africa,93,0
3/31/2020,South Africa,46,1
4/1/2020,South Africa,27,2
4/2/2020,South Africa,27,0
4/3/2020,South Africa,82,0
4/4/2020,South Africa,43,2
4/5/2020,South Africa,80,2
4/6/2020,South Africa,70,2
4/7/2020,South Africa,31,1
4/8/2020,South Africa,63,1
4/9/2020,South Africa,96,5
4/10/2020,South Africa,89,0
4/11/2020,South Africa,69,6
4/12/2020,South Africa,25,1
4/13/2020,South Africa,145,0
4/14/2020,South Africa,99,2
4/15/2020,South Africa,143,0
4/16/2020,South Africa,91,7
4/17/2020,South Africa,99,14
4/18/2020,South Africa,178,2
4/19/2020,South Africa,251,2
4/20/2020,South Africa,124,2
4/21/2020,South Africa,142,4
4/22/2020,South Africa,165,0
4/23/2020,South Africa,170,7
4/24/2020,South Africa,318,10
4/25/2020,South Africa,267,4
4/26/2020,South Africa,141,7
4/27/2020,South Africa,185,1
4/28/2020,South Africa,247,3
4/29/2020,South Africa,203,3
4/30/2020,South Africa,354,10
5/1/2020,South Africa,297,0
5/2/2020,South Africa,304,13
5/3/2020,South Africa,385,7
5/4/2020,South Africa,447,8
5/5/2020,South Africa,437,7
5/6/2020,South Africa,352,10
5/7/2020,South Africa,236,5
5/8/2020,South Africa,424,8
5/9/2020,South Africa,663,17
5/10/2020,South Africa,525,8
5/11/2020,South Africa,595,8
5/12/2020,South Africa,637,12
5/13/2020,South Africa,698,0
5/14/2020,South Africa,724,13
5/15/2020,South Africa,665,19
5/16/2020,South Africa,785,9
5/17/2020,South Africa,831,14
5/18/2020,South Africa,1160,3
5/19/2020,South Africa,918,22
5/20/2020,South Africa,767,26
5/21/2020,South Africa,803,27
5/22/2020,South Africa,1134,30
5/23/2020,South Africa,988,28
5/24/2020,South Africa,1218,10
5/25/2020,South Africa,1240,22
5/26/2020,South Africa,1032,52
5/27/2020,South Africa,649,43
5/28/2020,South Africa,1673,28
5/29/2020,South Africa,1466,25
5/30/2020,South Africa,1837,34
5/31/2020,South Africa,1727,32
6/1/2020,South Africa,1716,40
6/2/2020,South Africa,1674,22
6/3/2020,South Africa,1455,50
6/4/2020,South Africa,1713,37
6/5/2020,South Africa,3267,56
6/6/2020,South Africa,2642,60
6/7/2020,South Africa,2539,44
6/8/2020,South Africa,2312,46
6/9/2020,South Africa,2594,82
6/10/2020,South Africa,2112,82
6/11/2020,South Africa,2430,48
6/12/2020,South Africa,3147,79
6/13/2020,South Africa,3359,65
6/14/2020,South Africa,3809,69
6/15/2020,South Africa,4302,57
6/16/2020,South Africa,3495,88
6/17/2020,South Africa,2801,57
6/18/2020,South Africa,4078,49
6/19/2020,South Africa,3478,63
6/20/2020,South Africa,3825,94
6/21/2020,South Africa,4966,46
6/22/2020,South Africa,4621,53
6/23/2020,South Africa,4288,61
6/24/2020,South Africa,4518,111
6/25/2020,South Africa,5688,103
6/26/2020,South Africa,6579,87
6/27/2020,South Africa,6215,48
6/28/2020,South Africa,7210,73
6/29/2020,South Africa,6334,43
6/30/2020,South Africa,6130,73
7/1/2020,South Africa,6945,128
7/2/2020,South Africa,8124,92
7/3/2020,South Africa,8728,95
7/4/2020,South Africa,9063,108
7/5/2020,South Africa,10853,74
7/6/2020,South Africa,8773,173
7/7/2020,South Africa,8971,111
7/8/2020,South Africa,10134,192
7/9/2020,South Africa,8810,100
7/10/2020,South Africa,13674,118
7/11/2020,South Africa,12348,140
7/12/2020,South Africa,13497,111
7/13/2020,South Africa,12058,108
7/14/2020,South Africa,11554,93
7/15/2020,South Africa,10496,174
7/16/2020,South Africa,12757,107
7/17/2020,South Africa,13172,216
7/18/2020,South Africa,13373,135
7/19/2020,South Africa,13285,144
7/20/2020,South Africa,13449,85
7/21/2020,South Africa,9300,140
12/31/2019,United Kingdom,0,0
1/1/2020,United Kingdom,0,0
1/2/2020,United Kingdom,0,0
1/3/2020,United Kingdom,0,0
1/4/2020,United Kingdom,0,0
1/5/2020,United Kingdom,0,0
1/6/2020,United Kingdom,0,0
1/7/2020,United Kingdom,0,0
1/8/2020,United Kingdom,0,0
1/9/2020,United Kingdom,0,0
1/10/2020,United Kingdom,0,0
1/11/2020,United Kingdom,0,0
1/12/2020,United Kingdom,0,0
1/13/2020,United Kingdom,0,0
1/14/2020,United Kingdom,0,0
1/15/2020,United Kingdom,0,0
1/16/2020,United Kingdom,0,0
1/17/2020,United Kingdom,0,0
1/18/2020,United Kingdom,0,0
1/19/2020,United Kingdom,0,0
1/20/2020,United Kingdom,0,0
1/21/2020,United Kingdom,0,0
1/22/2020,United Kingdom,0,0
1/23/2020,United Kingdom,0,0
1/24/2020,United Kingdom,0,0
1/25/2020,United Kingdom,0,0
1/26/2020,United Kingdom,0,0
1/27/2020,United Kingdom,0,0
1/28/2020,United Kingdom,0,0
1/29/2020,United Kingdom,0,0
1/30/2020,United Kingdom,0,0
1/31/2020,United Kingdom,2,0
2/1/2020,United Kingdom,0,0
2/2/2020,United Kingdom,0,0
2/3/2020,United Kingdom,0,0
2/4/2020,United Kingdom,0,0
2/5/2020,United Kingdom,0,0
2/6/2020,United Kingdom,0,0
2/7/2020,United Kingdom,1,0
2/8/2020,United Kingdom,0,0
2/9/2020,United Kingdom,1,0
2/10/2020,United Kingdom,0,0
2/11/2020,United Kingdom,4,0
2/12/2020,United Kingdom,0,0
2/13/2020,United Kingdom,1,0
2/14/2020,United Kingdom,0,0
2/15/2020,United Kingdom,0,0
2/16/2020,United Kingdom,0,0
2/17/2020,United Kingdom,0,0
2/18/2020,United Kingdom,0,0
2/19/2020,United Kingdom,0,0
2/20/2020,United Kingdom,0,0
2/21/2020,United Kingdom,0,0
2/22/2020,United Kingdom,0,0
2/23/2020,United Kingdom,0,0
2/24/2020,United Kingdom,4,0
2/25/2020,United Kingdom,0,0
2/26/2020,United Kingdom,0,0
2/27/2020,United Kingdom,0,0
2/28/2020,United Kingdom,3,0
2/29/2020,United Kingdom,2,0
3/1/2020,United Kingdom,5,0
3/2/2020,United Kingdom,13,0
3/3/2020,United Kingdom,4,0
3/4/2020,United Kingdom,11,0
3/5/2020,United Kingdom,34,0
3/6/2020,United Kingdom,30,0
3/7/2020,United Kingdom,48,1
3/8/2020,United Kingdom,43,1
3/9/2020,United Kingdom,67,0
3/10/2020,United Kingdom,48,1
3/11/2020,United Kingdom,52,4
3/12/2020,United Kingdom,83,0
3/13/2020,United Kingdom,134,2
3/14/2020,United Kingdom,117,1
3/15/2020,United Kingdom,433,18
3/16/2020,United Kingdom,251,15
3/17/2020,United Kingdom,152,22
3/18/2020,United Kingdom,407,16
3/19/2020,United Kingdom,680,34
3/20/2020,United Kingdom,647,43
3/21/2020,United Kingdom,706,36
3/22/2020,United Kingdom,1035,56
3/23/2020,United Kingdom,665,35
3/24/2020,United Kingdom,967,74
3/25/2020,United Kingdom,1427,149
3/26/2020,United Kingdom,1452,186
3/27/2020,United Kingdom,2129,183
3/28/2020,United Kingdom,2885,284
3/29/2020,United Kingdom,2546,294
3/30/2020,United Kingdom,2433,214
3/31/2020,United Kingdom,2619,374
4/1/2020,United Kingdom,3009,382
4/2/2020,United Kingdom,4324,670
4/3/2020,United Kingdom,4244,652
4/4/2020,United Kingdom,4450,714
4/5/2020,United Kingdom,3735,760
4/6/2020,United Kingdom,5903,644
4/7/2020,United Kingdom,3802,568
4/8/2020,United Kingdom,3634,1038
4/9/2020,United Kingdom,5491,1034
4/10/2020,United Kingdom,4344,1103
4/11/2020,United Kingdom,5195,1152
4/12/2020,United Kingdom,8719,839
4/13/2020,United Kingdom,5288,686
4/14/2020,United Kingdom,4342,744
4/15/2020,United Kingdom,5252,1044
4/16/2020,United Kingdom,4603,842
4/17/2020,United Kingdom,4617,1029
4/18/2020,United Kingdom,5599,935
4/19/2020,United Kingdom,5525,1115
4/20/2020,United Kingdom,5850,498
4/21/2020,United Kingdom,4676,559
4/22/2020,United Kingdom,4301,1172
4/23/2020,United Kingdom,4451,837
4/24/2020,United Kingdom,4583,727
4/25/2020,United Kingdom,5386,1005
4/26/2020,United Kingdom,4913,843
4/27/2020,United Kingdom,4463,420
4/28/2020,United Kingdom,4309,338
4/29/2020,United Kingdom,3996,909
4/30/2020,United Kingdom,4076,795
5/1/2020,United Kingdom,6032,674
5/2/2020,United Kingdom,6201,739
5/3/2020,United Kingdom,4806,621
5/4/2020,United Kingdom,4339,315
5/5/2020,United Kingdom,3985,288
5/6/2020,United Kingdom,4406,693
5/7/2020,United Kingdom,6211,649
5/8/2020,United Kingdom,5514,539
5/9/2020,United Kingdom,4649,626
5/10/2020,United Kingdom,3896,346
5/11/2020,United Kingdom,3923,268
5/12/2020,United Kingdom,3877,210
5/13/2020,United Kingdom,3403,627
5/14/2020,United Kingdom,3242,494
5/15/2020,United Kingdom,3446,428
5/16/2020,United Kingdom,3560,384
5/17/2020,United Kingdom,3450,468
5/18/2020,United Kingdom,3534,170
5/19/2020,United Kingdom,2711,160
5/20/2020,United Kingdom,2412,545
5/21/2020,United Kingdom,-525,363
5/22/2020,United Kingdom,2615,338
5/23/2020,United Kingdom,3287,351
5/24/2020,United Kingdom,2959,282
5/25/2020,United Kingdom,2405,118
5/26/2020,United Kingdom,1625,121
5/27/2020,United Kingdom,4043,134
5/28/2020,United Kingdom,2013,412
5/29/2020,United Kingdom,1887,377
5/30/2020,United Kingdom,2095,324
5/31/2020,United Kingdom,1604,215
6/1/2020,United Kingdom,1936,113
6/2/2020,United Kingdom,1570,556
6/3/2020,United Kingdom,1653,324
6/4/2020,United Kingdom,1871,359
6/5/2020,United Kingdom,1805,176
6/6/2020,United Kingdom,1650,357
6/7/2020,United Kingdom,1557,204
6/8/2020,United Kingdom,1326,77
6/9/2020,United Kingdom,1205,55
6/10/2020,United Kingdom,1741,286
6/11/2020,United Kingdom,1003,245
6/12/2020,United Kingdom,1266,151
6/13/2020,United Kingdom,1541,202
6/14/2020,United Kingdom,1425,181
6/15/2020,United Kingdom,1514,36
6/16/2020,United Kingdom,968,38
6/17/2020,United Kingdom,1279,233
6/18/2020,United Kingdom,1115,184
6/19/2020,United Kingdom,1218,135
6/20/2020,United Kingdom,1346,173
6/21/2020,United Kingdom,1295,128
6/22/2020,United Kingdom,1221,43
6/23/2020,United Kingdom,958,15
6/24/2020,United Kingdom,921,280
6/25/2020,United Kingdom,652,154
6/26/2020,United Kingdom,1118,149
6/27/2020,United Kingdom,1380,184
6/28/2020,United Kingdom,890,100
6/29/2020,United Kingdom,901,36
6/30/2020,United Kingdom,814,25
7/1/2020,United Kingdom,689,155
7/2/2020,United Kingdom,829,176
7/3/2020,United Kingdom,-29726,89
7/4/2020,United Kingdom,519,136
7/5/2020,United Kingdom,624,67
7/6/2020,United Kingdom,516,22
7/7/2020,United Kingdom,352,16
7/8/2020,United Kingdom,581,155
7/9/2020,United Kingdom,630,126
7/10/2020,United Kingdom,642,85
7/11/2020,United Kingdom,512,48
7/12/2020,United Kingdom,820,148
7/13/2020,United Kingdom,650,21
7/14/2020,United Kingdom,530,11
7/15/2020,United Kingdom,1240,138
7/16/2020,United Kingdom,538,85
7/17/2020,United Kingdom,641,66
7/18/2020,United Kingdom,687,114
7/19/2020,United Kingdom,827,40
7/20/2020,United Kingdom,726,27
7/21/2020,United Kingdom,580,12
12/31/2019,United States,0,0
1/1/2020,United States,0,0
1/2/2020,United States,0,0
1/3/2020,United States,0,0
1/4/2020,United States,0,0
1/5/2020,United States,0,0
1/6/2020,United States,0,0
1/7/2020,United States,0,0
1/8/2020,United States,0,0
1/9/2020,United States,0,0
1/10/2020,United States,0,0
1/11/2020,United States,0,0
1/12/2020,United States,0,0
1/13/2020,United States,0,0
1/14/2020,United States,0,0
1/15/2020,United States,0,0
1/16/2020,United States,0,0
1/17/2020,United States,0,0
1/18/2020,United States,0,0
1/19/2020,United States,0,0
1/20/2020,United States,0,0
1/21/2020,United States,1,0
1/22/2020,United States,0,0
1/23/2020,United States,0,0
1/24/2020,United States,1,0
1/25/2020,United States,1,0
1/26/2020,United States,2,0
1/27/2020,United States,0,0
1/28/2020,United States,0,0
1/29/2020,United States,0,0
1/30/2020,United States,1,0
1/31/2020,United States,1,0
2/1/2020,United States,1,0
2/2/2020,United States,3,0
2/3/2020,United States,0,0
2/4/2020,United States,0,0
2/5/2020,United States,1,0
2/6/2020,United States,0,0
2/7/2020,United States,0,0
2/8/2020,United States,0,0
2/9/2020,United States,0,0
2/10/2020,United States,1,0
2/11/2020,United States,0,0
2/12/2020,United States,1,0
2/13/2020,United States,1,0
2/14/2020,United States,0,0
2/15/2020,United States,0,0
2/16/2020,United States,0,0
2/17/2020,United States,10,0
2/18/2020,United States,0,0
2/19/2020,United States,0,0
2/20/2020,United States,2,0
2/21/2020,United States,3,0
2/22/2020,United States,0,0
2/23/2020,United States,0,0
2/24/2020,United States,13,0
2/25/2020,United States,2,0
2/26/2020,United States,15,0
2/27/2020,United States,0,0
2/28/2020,United States,5,0
2/29/2020,United States,5,1
3/1/2020,United States,18,2
3/2/2020,United States,16,3
3/3/2020,United States,21,4
3/4/2020,United States,36,2
3/5/2020,United States,67,0
3/6/2020,United States,83,3
3/7/2020,United States,117,4
3/8/2020,United States,119,3
3/9/2020,United States,201,4
3/10/2020,United States,270,5
3/11/2020,United States,245,6
3/12/2020,United States,405,6
3/13/2020,United States,556,7
3/14/2020,United States,674,10
3/15/2020,United States,702,8
3/16/2020,United States,907,23
3/17/2020,United States,1399,26
3/18/2020,United States,2444,45
3/19/2020,United States,4043,50
3/20/2020,United States,5619,65
3/21/2020,United States,6516,83
3/22/2020,United States,8545,98
3/23/2020,United States,10432,121
3/24/2020,United States,10439,206
3/25/2020,United States,14629,269
3/26/2020,United States,17068,299
3/27/2020,United States,17320,412
3/28/2020,United States,21008,527
3/29/2020,United States,18580,415
3/30/2020,United States,21409,647
3/31/2020,United States,24523,935
4/1/2020,United States,26926,1036
4/2/2020,United States,29701,1216
4/3/2020,United States,32318,1391
4/4/2020,United States,35101,1557
4/5/2020,United States,25614,1368
4/6/2020,United States,33006,2253
4/7/2020,United States,28247,1506
4/8/2020,United States,31819,2085
4/9/2020,United States,34697,2120
4/10/2020,United States,33474,2263
4/11/2020,United States,31722,2084
4/12/2020,United States,27143,1681
4/13/2020,United States,25770,1764
4/14/2020,United States,26690,2705
4/15/2020,United States,30112,2753
4/16/2020,United States,31540,2347
4/17/2020,United States,31504,2289
4/18/2020,United States,28397,1952
4/19/2020,United States,25335,1520
4/20/2020,United States,27329,1837
4/21/2020,United States,25508,2672
4/22/2020,United States,29548,2396
4/23/2020,United States,33071,2151
4/24/2020,United States,36724,2125
4/25/2020,United States,34407,1966
4/26/2020,United States,26735,1254
4/27/2020,United States,23194,1442
4/28/2020,United States,24628,2394
4/29/2020,United States,26557,2514
4/30/2020,United States,30339,2210
5/1/2020,United States,33964,1762
5/2/2020,United States,29474,1583
5/3/2020,United States,28089,1375
5/4/2020,United States,20012,1045
5/5/2020,United States,23703,2234
5/6/2020,United States,26528,2994
5/7/2020,United States,26435,1672
5/8/2020,United States,27671,1575
5/9/2020,United States,24839,1346
5/10/2020,United States,20317,928
5/11/2020,United States,17629,980
5/12/2020,United States,22290,1652
5/13/2020,United States,21192,1767
5/14/2020,United States,27030,1736
5/15/2020,United States,26104,1588
5/16/2020,United States,23656,1225
5/17/2020,United States,19014,843
5/18/2020,United States,21819,839
5/19/2020,United States,20968,1520
5/20/2020,United States,23069,1482
5/21/2020,United States,25857,1310
5/22/2020,United States,23666,1288
5/23/2020,United States,22299,1049
5/24/2020,United States,20031,620
5/25/2020,United States,19069,508
5/26/2020,United States,18888,747
5/27/2020,United States,18739,1485
5/28/2020,United States,22469,1198
5/29/2020,United States,24545,1189
5/30/2020,United States,23398,962
5/31/2020,United States,20634,601
6/1/2020,United States,21894,734
6/2/2020,United States,20785,1080
6/3/2020,United States,19981,987
6/4/2020,United States,21722,1008
6/5/2020,United States,28585,1111
6/6/2020,United States,22520,727
6/7/2020,United States,18616,390
6/8/2020,United States,18199,722
6/9/2020,United States,18800,1030
6/10/2020,United States,23159,929
6/11/2020,United States,23200,875
6/12/2020,United States,25496,776
6/13/2020,United States,25335,693
6/14/2020,United States,19129,316
6/15/2020,United States,20115,448
6/16/2020,United States,24881,769
6/17/2020,United States,25653,753
6/18/2020,United States,28051,726
6/19/2020,United States,30840,708
6/20/2020,United States,32024,545
6/21/2020,United States,26394,255
6/22/2020,United States,30440,360
6/23/2020,United States,35046,833
6/24/2020,United States,37014,767
6/25/2020,United States,41156,2464
6/26/2020,United States,45491,633
6/27/2020,United States,42360,510
6/28/2020,United States,39516,270
6/29/2020,United States,39471,346
6/30/2020,United States,48372,1300
7/1/2020,United States,49933,642
7/2/2020,United States,55595,723
7/3/2020,United States,57198,589
7/4/2020,United States,50009,262
7/5/2020,United States,44767,262
7/6/2020,United States,47300,391
7/7/2020,United States,54128,955
7/8/2020,United States,59453,946
7/9/2020,United States,61036,857
7/10/2020,United States,67091,813
7/11/2020,United States,60776,667
7/12/2020,United States,57781,395
7/13/2020,United States,61512,425
7/14/2020,United States,65624,952
7/15/2020,United States,68367,969
7/16/2020,United States,75643,956
7/17/2020,United States,70831,897
7/18/2020,United States,62398,774
7/19/2020,United States,62198,412
7/20/2020,United States,59966,529
